league,season,team,player,nation,position,age,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g_a,performance_g_pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,expected_xg,expected_npxg,expected_xag,expected_npxg_xag,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g_a,per_90_minutes_g_pk,per_90_minutes_g_a_pk,per_90_minutes_xg,per_90_minutes_xag,per_90_minutes_xg_xag,per_90_minutes_npxg,per_90_minutes_npxg_xag,stat_type,nation_possession,position_possession,age_possession,born_possession,90s,touches_touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,take_ons_att,take-ons_succ,take_ons_succ_pct,take_ons_tkld,take_ons_tkld_pct,carries_carries,carries_totdist,carries_prgdist,carries_prgc,carries_1/3,carries_cpa,carries_mis,carries_dis,receiving_rec,receiving_prgr,stat_type_possession,nation_playing_time,position_playing_time,age_playing_time,born_playing_time,playing_time_mp_playing_time,playing_time_min_playing_time,playing_time_mn/mp,playing_time_min_pct,playing_time_90s_playing_time,starts_starts,starts_mn/start,starts_compl,subs_subs,subs_mn/sub,subs_unsub,team_success_ppm,team_success_ong,team_success_onga,team_success__/_,team_success__/_90,team_success_on_off,team_success_xg_onxg,team_success_xg_onxga,team_success_xg_xg_/_,team_success_xg_xg_/_90,team_success_xg_on_off,stat_type_playing_time,nation_keeper,position_keeper,age_keeper,born_keeper,playing_time_mp_keeper,playing_time_starts_keeper,playing_time_min_keeper,playing_time_90s_keeper,performance_ga,performance_ga90,performance_sota,performance_saves,performance_save_pct,performance_w,performance_d,performance_l,performance_cs,performance_cs_pct,penalty_kicks_pkatt,penalty_kicks_pka,penalty_kicks_pksv,penalty_kicks_pkm,penalty_kicks_save_pct,stat_type_keeper,nation_defense,position_defense,age_defense,born_defense,90s_defense,tackles_tkl,tackles_tklw,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenges_tkl,challenges_att,challenges_tkl_pct,challenges_lost,blocks_blocks,blocks_sh,blocks_pass,int,tkl+int,clr,err,stat_type_defense,nation_passing,position_passing,age_passing,born_passing,90s_passing,total_cmp,total_att,total_cmp_pct,total_totdist,total_prgdist,short_cmp,short_att,short_cmp_pct,medium_cmp,medium_att,medium_cmp_pct,long_cmp,long_att,long_cmp_pct,ast,xag,expected_xa,expected_a_xag,kp,1/3,ppa,crspa,prgp,stat_type_passing,nation_goal_shot_creation,position_goal_shot_creation,age_goal_shot_creation,born_goal_shot_creation,90s_goal_shot_creation,sca_sca,sca_sca90,sca_types_passlive,sca_types_passdead,sca_types_to,sca_types_sh,sca_types_fld,sca_types_def,gca_gca,gca_gca90,gca_types_passlive,gca_types_passdead,gca_types_to,gca_types_sh,gca_types_fld,gca_types_def,stat_type_goal_shot_creation,nation_passing_types,position_passing_types,age_passing_types,born_passing_types,90s_passing_types,att,pass_types_live,pass_types_dead,pass_types_fk,pass_types_tb,pass_types_sw,pass_types_crs,pass_types_ti,pass_types_ck,corner_kicks_in,corner_kicks_out,corner_kicks_str,outcomes_cmp,outcomes_off,outcomes_blocks,stat_type_passing_types,nation_keeper_adv,position_keeper_adv,age_keeper_adv,born_keeper_adv,90s_keeper_adv,goals_ga,goals_pka,goals_fk,goals_ck,goals_og,expected_psxg,expected_psxg/sot,expected_psxg_/_,expected_/90,launched_cmp,launched_att,launched_cmp_pct,passes_att_gk,passes_thr,passes_launch_pct,passes_avglen,goal_kicks_att,goal_kicks_launch_pct,goal_kicks_avglen,crosses_opp,crosses_stp,crosses_stp_pct,sweeper_#opa,sweeper_#opa/90,sweeper_avgdist,stat_type_keeper_adv,nation_shooting,position_shooting,age_shooting,born_shooting,90s_shooting,standard_gls,standard_sh,standard_sot,standard_sot_pct,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_dist,standard_fk,standard_pk,standard_pkatt,expected_xg_shooting,expected_npxg_shooting,expected_npxg/sh,expected_g_xg,expected_np:g_xg,stat_type_shooting,nation_misc,position_misc,age_misc,born_misc,90s_misc,performance_crdy_misc,performance_crdr_misc,performance_2crdy,performance_fls,performance_fld,performance_off,performance_crs,performance_int,performance_tklw,performance_pkwon,performance_pkcon,performance_og,performance_recov,aerial_duels_won,aerial_duels_lost,aerial_duels_won_pct,stat_type_misc
ESP-La Liga,2025-26,Real Sociedad,Duje Ćaleta-Car,CRO,DF,28-348,1996.0,2,2,157,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,standard,CRO,DF,28-348,1996.0,1.7,136,13,62,71,3,3,136,0,0,0.0,0,0.0,77,418,282,0,0,0,0,0,100,1,possession,CRO,DF,28-348,1996.0,2,157.0,79.0,58.1,1.7,2,79.0,1,0,0.0,1,0.5,1.0,2.0,-1.0,-0.57,-0.57,1.5,1.5,0.1,0.03,1.11,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,CRO,DF,28-348,1996.0,1.7,3,2,2,1,0,1,1,100.0,0,2,2,0,3,6,8,0,defense,CRO,DF,28-348,1996.0,1.7,110,116,94.8,1926,780,39,42,92.9,67,68,98.5,3,4,75.0,0,0.1,0.0,-0.1,1,6,0,0,6,passing,CRO,DF,28-348,1996.0,1.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,CRO,DF,28-348,1996.0,1.7,116,114,2,1,0,0,0,0,0,0,0,0,110,0,0,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,CRO,DF,28-348,1996.0,1.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,shooting,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
ESP-La Liga,2023-24,Real Sociedad,Hamari Traoré,MLI,DF,31.0,1992.0,31,27,2292,25.5,0,2,2,0,0,0,7,0,0.5,0.5,1.5,2.1,49,129,83,0.0,0.08,0.08,0.0,0.08,0.02,0.06,0.08,0.02,0.08,standard,MLI,DF,31.0,1992.0,25.5,1737,87,444,950,356,18,1737,27,16,59.3,9,33.3,884,4222,2188,49,31,4,23,9,982,83,possession,MLI,DF,31.0,1992.0,31,2292.0,74.0,67.0,25.5,27,82.0,18,4,22.0,1,1.68,43.0,27.0,16.0,0.63,0.95,34.1,29.0,5.1,0.2,0.32,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,MLI,DF,31.0,1992.0,25.5,44,19,24,17,3,25,43,58.1,18,27,8,19,24,68,59,2,defense,MLI,DF,31.0,1992.0,25.5,1204,1509,79.8,21398,6928,512,585,87.5,548,664,82.5,118,202,58.4,2,1.5,2.2,0.5,29,112,31,10,129,passing,MLI,DF,31.0,1992.0,25.5,58,2.28,47,4,1,1,1,4,3,0.12,2,0,0,0,0,1,goal_shot_creation,MLI,DF,31.0,1992.0,25.5,1509,1247,255,20,5,14,47,235,0,0,0,0,1204,7,19,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,MLI,DF,31.0,1992.0,25.5,0,18,2,11.1,0.71,0.08,0.0,0.0,24.3,0,0,0,0.5,0.5,0.03,-0.5,-0.5,shooting,MLI,DF,31.0,1992.0,25.5,7.0,0.0,0.0,32.0,18.0,1.0,47.0,24.0,19.0,0.0,1.0,0.0,136.0,29.0,35.0,45.3,misc
ESP-La Liga,2024-25,Real Sociedad,Hamari Traoré,MLI,DF,32.0,1992.0,11,9,700,7.8,0,1,1,0,0,0,2,0,0.0,0.0,0.2,0.3,12,26,20,0.0,0.13,0.13,0.0,0.13,0.01,0.03,0.04,0.01,0.04,standard,MLI,DF,32.0,1992.0,7.8,529,22,155,291,88,9,529,10,6,60.0,4,40.0,252,987,455,12,2,5,6,1,299,20,possession,MLI,DF,32.0,1992.0,11,700.0,64.0,20.5,7.8,9,71.0,1,2,29.0,6,1.09,8.0,7.0,1.0,0.13,0.53,7.6,9.5,-1.9,-0.24,-0.26,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,MLI,DF,32.0,1992.0,7.8,19,12,10,7,2,15,22,68.2,7,6,2,4,9,28,21,0,defense,MLI,DF,32.0,1992.0,7.8,381,460,82.8,6499,2206,184,201,91.5,161,197,81.7,35,53,66.0,1,0.2,0.4,0.8,3,17,5,2,26,passing,MLI,DF,32.0,1992.0,7.8,13,1.67,11,1,1,0,0,0,2,0.26,1,1,0,0,0,0,goal_shot_creation,MLI,DF,32.0,1992.0,7.8,460,371,89,12,0,1,9,77,0,0,0,0,381,0,8,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,MLI,DF,32.0,1992.0,7.8,0,1,0,0.0,0.13,0.0,0.0,0.0,14.8,0,0,0,0.0,0.0,0.04,0.0,0.0,shooting,MLI,DF,32.0,1992.0,7.8,2.0,0.0,0.0,12.0,3.0,0.0,9.0,9.0,12.0,0.0,0.0,0.0,29.0,9.0,9.0,50.0,misc
ESP-La Liga,2025-26,Real Sociedad,Igor Zubeldia,ESP,DF,28-154,1997.0,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.4,3,11,0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12,standard,ESP,DF,28-154,1997.0,3.0,222,15,94,124,5,4,222,2,0,0.0,2,100.0,137,747,547,3,0,0,1,0,153,0,possession,ESP,DF,28-154,1997.0,3,270.0,90.0,100.0,3.0,3,90.0,3,0,0.0,0,0.67,3.0,4.0,-1.0,-0.33,0.0,3.0,4.3,-1.3,-0.44,0.0,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ESP,DF,28-154,1997.0,3.0,6,4,6,0,0,5,5,100.0,0,0,0,0,2,8,28,1,defense,ESP,DF,28-154,1997.0,3.0,164,180,91.1,2924,942,59,59,100.0,97,101,96.0,6,15,40.0,0,0.3,0.2,-0.3,3,8,0,0,11,passing,ESP,DF,28-154,1997.0,3.0,3,1.0,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,ESP,DF,28-154,1997.0,3.0,180,171,9,8,0,3,0,0,0,0,0,0,164,0,2,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ESP,DF,28-154,1997.0,3.0,0,1,0,0.0,0.33,0.0,0.0,0.0,9.9,0,0,0,0.0,0.0,0.05,0.0,0.0,shooting,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
ESP-La Liga,2023-24,Real Sociedad,Igor Zubeldia,ESP,DF,26.0,1997.0,30,29,2518,28.0,0,2,2,0,0,0,11,1,0.8,0.8,1.1,1.9,28,129,0,0.0,0.07,0.07,0.0,0.07,0.03,0.04,0.07,0.03,0.07,standard,ESP,DF,26.0,1997.0,28.0,1983,162,908,1034,50,18,1983,8,4,50.0,4,50.0,1229,7537,4725,28,2,0,14,3,1316,0,possession,ESP,DF,26.0,1997.0,30,2518.0,84.0,73.6,28.0,29,86.0,23,1,30.0,1,1.57,38.0,28.0,10.0,0.36,0.16,34.9,28.0,6.9,0.25,0.57,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ESP,DF,26.0,1997.0,28.0,32,25,20,10,2,19,26,73.1,7,28,19,9,32,64,97,3,defense,ESP,DF,26.0,1997.0,28.0,1476,1746,84.5,30351,9423,387,450,86.0,913,989,92.3,167,267,62.5,2,1.1,0.8,0.9,10,99,4,0,129,passing,ESP,DF,26.0,1997.0,28.0,18,0.64,16,0,0,1,0,1,3,0.11,3,0,0,0,0,0,goal_shot_creation,ESP,DF,26.0,1997.0,28.0,1746,1696,42,41,3,8,3,0,0,0,0,0,1476,8,7,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ESP,DF,26.0,1997.0,28.0,0,12,0,0.0,0.43,0.0,0.0,0.0,13.4,0,0,0,0.8,0.8,0.06,-0.8,-0.8,shooting,ESP,DF,26.0,1997.0,28.0,11.0,1.0,0.0,43.0,9.0,0.0,3.0,32.0,25.0,0.0,1.0,0.0,156.0,83.0,81.0,50.6,misc
ESP-La Liga,2024-25,Real Sociedad,Igor Zubeldia,ESP,DF,27.0,1997.0,28,27,2269,25.2,0,0,0,0,0,0,6,1,0.6,0.6,0.4,1.1,22,101,3,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,standard,ESP,DF,27.0,1997.0,25.2,1732,163,768,923,46,14,1732,6,6,100.0,0,0.0,1036,5787,3741,22,8,1,8,1,1145,3,possession,ESP,DF,27.0,1997.0,28,2269.0,81.0,66.3,25.2,27,82.0,22,1,45.0,1,1.14,22.0,28.0,-6.0,-0.24,0.15,29.4,27.6,1.8,0.07,0.33,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ESP,DF,27.0,1997.0,25.2,34,22,21,10,3,14,26,53.8,12,32,18,14,31,65,100,2,defense,ESP,DF,27.0,1997.0,25.2,1281,1483,86.4,24957,7655,396,436,90.8,778,826,94.2,100,192,52.1,0,0.4,0.6,-0.4,4,93,6,0,101,passing,ESP,DF,27.0,1997.0,25.2,17,0.67,16,0,0,1,0,0,1,0.04,1,0,0,0,0,0,goal_shot_creation,ESP,DF,27.0,1997.0,25.2,1483,1431,44,41,3,12,1,1,0,0,0,0,1281,8,5,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ESP,DF,27.0,1997.0,25.2,0,12,4,33.3,0.48,0.16,0.0,0.0,17.1,0,0,0,0.6,0.6,0.05,-0.6,-0.6,shooting,ESP,DF,27.0,1997.0,25.2,6.0,1.0,0.0,38.0,11.0,0.0,1.0,31.0,22.0,0.0,1.0,0.0,86.0,65.0,80.0,44.8,misc
ESP-La Liga,2023-24,Real Sociedad,Javi Galán,ESP,DF,28.0,1994.0,14,13,1075,11.9,0,1,1,0,0,0,3,0,0.1,0.1,0.7,0.8,46,45,70,0.0,0.08,0.08,0.0,0.08,0.01,0.06,0.07,0.01,0.07,standard,ESP,DF,28.0,1994.0,11.9,809,18,185,383,253,13,809,44,18,40.9,19,43.2,427,2661,1593,46,17,5,16,11,473,70,possession,ESP,DF,28.0,1994.0,14,1075.0,77.0,31.4,11.9,13,82.0,10,1,7.0,0,1.57,14.0,11.0,3.0,0.25,-0.09,11.6,9.6,2.0,0.17,0.11,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ESP,DF,28.0,1994.0,11.9,38,22,15,19,4,15,30,50.0,15,24,1,23,14,52,17,1,defense,ESP,DF,28.0,1994.0,11.9,526,657,80.1,8925,2880,257,284,90.5,222,272,81.6,39,75,52.0,1,0.7,0.9,0.3,10,36,15,10,45,passing,ESP,DF,28.0,1994.0,11.9,22,1.84,19,2,0,1,0,0,3,0.25,3,0,0,0,0,0,goal_shot_creation,ESP,DF,28.0,1994.0,11.9,657,534,122,11,1,8,46,111,0,0,0,0,526,1,16,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ESP,DF,28.0,1994.0,11.9,0,3,1,33.3,0.25,0.08,0.0,0.0,20.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,shooting,ESP,DF,28.0,1994.0,11.9,3.0,0.0,0.0,21.0,19.0,3.0,46.0,14.0,22.0,0.0,1.0,0.0,61.0,7.0,6.0,53.8,misc
ESP-La Liga,2024-25,Real Sociedad,Javi López,ESP,DF,22.0,2002.0,29,21,1936,21.5,0,0,0,0,0,0,4,0,0.1,0.1,0.4,0.5,36,73,64,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,standard,ESP,DF,22.0,2002.0,21.5,1247,56,379,567,316,12,1247,39,18,46.2,18,46.2,571,3142,1360,36,29,4,24,22,674,64,possession,ESP,DF,22.0,2002.0,29,1936.0,67.0,56.6,21.5,21,80.0,12,8,32.0,7,1.31,22.0,31.0,-9.0,-0.42,-0.3,24.4,26.8,-2.4,-0.11,-0.17,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ESP,DF,22.0,2002.0,21.5,40,23,23,12,5,23,37,62.2,14,21,7,14,11,51,59,2,defense,ESP,DF,22.0,2002.0,21.5,814,1038,78.4,13096,4784,445,487,91.4,304,399,76.2,53,100,53.0,0,0.4,1.0,-0.4,5,49,14,7,73,passing,ESP,DF,22.0,2002.0,21.5,20,0.93,16,1,1,0,2,0,2,0.09,1,0,0,0,1,0,goal_shot_creation,ESP,DF,22.0,2002.0,21.5,1038,783,254,21,0,8,60,233,0,0,0,0,814,1,27,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ESP,DF,22.0,2002.0,21.5,0,5,1,20.0,0.23,0.05,0.0,0.0,22.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,shooting,ESP,DF,22.0,2002.0,21.5,4.0,0.0,0.0,30.0,27.0,1.0,60.0,11.0,23.0,0.0,0.0,0.0,92.0,10.0,19.0,34.5,misc
ESP-La Liga,2025-26,Real Sociedad,Jon Aramburu,VEN,DF,23-039,2002.0,3,3,270,3.0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,2,19,9,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.11,0.05,0.11,standard,VEN,DF,23-039,2002.0,3.0,234,7,53,141,42,5,234,1,0,0.0,1,100.0,109,416,202,2,3,0,2,4,139,9,possession,VEN,DF,23-039,2002.0,3,270.0,90.0,100.0,3.0,3,90.0,3,0,0.0,0,0.67,3.0,4.0,-1.0,-0.33,0.0,3.0,4.3,-1.3,-0.44,0.0,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,VEN,DF,23-039,2002.0,3.0,10,8,7,3,0,9,16,56.3,7,3,3,0,4,14,5,1,defense,VEN,DF,23-039,2002.0,3.0,164,205,80.0,2729,1071,84,88,95.5,66,85,77.6,12,21,57.1,0,0.2,0.1,-0.2,4,24,1,1,19,passing,VEN,DF,23-039,2002.0,3.0,7,2.33,6,1,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,VEN,DF,23-039,2002.0,3.0,205,160,44,6,0,1,4,38,0,0,0,0,164,1,6,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,VEN,DF,23-039,2002.0,3.0,0,4,2,50.0,1.33,0.67,0.0,0.0,14.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,shooting,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
ESP-La Liga,2023-24,Real Sociedad,Jon Aramburu,VEN,DF,21.0,2002.0,11,5,543,6.0,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,6,26,25,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,standard,VEN,DF,21.0,2002.0,6.0,392,22,92,214,91,3,392,7,2,28.6,4,57.1,171,726,347,6,10,0,6,6,207,25,possession,VEN,DF,21.0,2002.0,11,543.0,49.0,15.9,6.0,5,73.0,2,6,30.0,7,1.27,4.0,8.0,-4.0,-0.66,-1.16,5.6,5.5,0.1,0.02,-0.09,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,VEN,DF,21.0,2002.0,6.0,24,15,12,10,2,15,25,60.0,10,8,3,5,7,31,17,0,defense,VEN,DF,21.0,2002.0,6.0,254,321,79.1,4015,1243,126,141,89.4,114,137,83.2,11,27,40.7,0,0.0,0.1,0.0,0,25,2,1,26,passing,VEN,DF,21.0,2002.0,6.0,4,0.66,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,VEN,DF,21.0,2002.0,6.0,321,256,62,7,0,0,7,55,0,0,0,0,254,3,7,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,VEN,DF,21.0,2002.0,6.0,0,4,0,0.0,0.66,0.0,0.0,0.0,23.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting,VEN,DF,21.0,2002.0,6.0,3.0,0.0,0.0,11.0,5.0,0.0,7.0,7.0,15.0,0.0,0.0,0.0,24.0,7.0,7.0,50.0,misc
ESP-La Liga,2024-25,Real Sociedad,Jon Aramburu,VEN,DF,22.0,2002.0,35,28,2460,27.3,1,1,2,1,0,0,8,0,0.4,0.4,1.1,1.6,26,97,53,0.04,0.04,0.07,0.04,0.07,0.02,0.04,0.06,0.02,0.06,standard,VEN,DF,22.0,2002.0,27.3,1887,105,630,936,336,20,1887,37,8,21.6,26,70.3,847,3104,1502,26,20,0,34,12,979,53,possession,VEN,DF,22.0,2002.0,35,2460.0,70.0,71.9,27.3,28,83.0,19,7,20.0,2,1.31,26.0,35.0,-9.0,-0.33,-0.14,31.9,30.4,1.5,0.06,0.34,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,VEN,DF,22.0,2002.0,27.3,102,70,61,30,11,66,100,66.0,34,40,8,32,30,132,98,0,defense,VEN,DF,22.0,2002.0,27.3,1190,1518,78.4,17685,7225,639,711,89.9,460,593,77.6,49,122,40.2,1,1.1,1.4,-0.1,15,82,11,6,97,passing,VEN,DF,22.0,2002.0,27.3,33,1.21,26,3,1,0,1,2,2,0.07,2,0,0,0,0,0,goal_shot_creation,VEN,DF,22.0,2002.0,27.3,1518,1211,305,37,0,3,45,268,0,0,0,0,1190,2,37,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,VEN,DF,22.0,2002.0,27.3,1,11,3,27.3,0.4,0.11,0.09,0.33,20.8,0,0,0,0.4,0.4,0.04,0.6,0.6,shooting,VEN,DF,22.0,2002.0,27.3,8.0,0.0,0.0,50.0,42.0,3.0,45.0,30.0,70.0,0.0,1.0,0.0,127.0,40.0,33.0,54.8,misc
ESP-La Liga,2025-26,Real Sociedad,Jon Martin,ESP,DF,19-242,2006.0,1,1,90,1.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,4,7,0,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.11,0.07,0.11,standard,ESP,DF,19-242,2006.0,1.0,96,8,41,52,3,1,96,1,0,0.0,1,100.0,66,407,249,4,2,0,2,0,62,0,possession,ESP,DF,19-242,2006.0,1,90.0,90.0,33.3,1.0,1,90.0,1,0,0.0,2,1.0,2.0,2.0,0.0,0.0,0.5,1.1,1.8,-0.7,-0.72,-0.43,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ESP,DF,19-242,2006.0,1.0,1,0,1,0,0,0,0,0.0,0,4,4,0,1,2,8,0,defense,ESP,DF,19-242,2006.0,1.0,71,77,92.2,1230,490,27,31,87.1,42,42,100.0,2,3,66.7,0,0.0,0.0,0.0,1,4,0,0,7,passing,ESP,DF,19-242,2006.0,1.0,3,3.0,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,ESP,DF,19-242,2006.0,1.0,77,74,2,2,0,1,0,0,0,0,0,0,71,1,1,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ESP,DF,19-242,2006.0,1.0,0,1,0,0.0,1.0,0.0,0.0,0.0,9.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,shooting,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
